Course Title	Restrictions	Prerequisites	Descriptions
HTM*4140 Current Management Topics Unspecified (LEC: 3) [0.50]	Restriction(s): Instructor consent required.	NONE	Operating problems in the hospitality and tourism industry are analyzed and discussed. Students should check with the School of Hospitality, Food and Tourism Management to determine what topic will be offered during specific semesters, and which prerequisites, if any, are appropriate.
HTM*4150 Current Management Topics Unspecified (LEC: 3) [0.50]	Restriction(s): Instructor consent required.	NONE	Operating problems in the hospitality and tourism industry are analyzed and discussed. Students should check with the School of Hospitality, Food and Tourism Management to determine what topic will be offered during specific semesters, and which prerequisites, if any, are appropriate.
HTM*4170 International Tourism Winter Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 14.00 credits including HTM*3160	This course encourages students to develop a cross-cultural awareness of the dimensions and issues of tourism, and the trends that shape the various sectors of the industry in every region of the world. Students will gain knowledge of the social, political and economic impacts of tourism globally, the patterns of international travel, regional development and marketing implications.
HTM*4190 Hospitality and Tourism Industry  Consultation Winter Only (LEC: 3) [0.50]	Restriction(s): Restricted to students in BCOMM.HAFA, BCOMM.HAFA:C, BCOMM.HTM, BCOMM.HTM:C or BCOMM.TMGT.	Prerequisite(s): 14.00 credits including ACCT*2230, HTM*3080	This is a project-based course that requires students to take a 'systems-thinking' approach to studying current business problems faced by hospitality and tourism organizations. Students are asked to identify issues, determine context, and use evidence-based research and analysis to provide alternative courses of action and recommendations for actual hospitality businesses.
HTM*4250 Hospitality Revenue Management Fall and Winter (LEC: 3) [0.50]	Restriction(s): Restricted to students in BCOM.HTM, BCOM.HTM:C, BCOM.SPMT, BCOM.SPMT:C, or the Restaurant and Beverage Management Minor.	Prerequisite(s): 1 of FARE*3310, HTM*2030, HTM*3120	This course is an advanced exploration of revenue management concepts, tools and application. The objective of the course is to provide a solid foundation in revenue management for careers in tourism, services, and hospitality management.
HTM*4500 Special Study in Hospitality and Tourism Unspecified (LEC: 3) [0.50]	Restriction(s): Instructor consent required.	NONE	The special study option is designed to provide senior undergraduate students with an opportunity to pursue an independent course of study. The topic selected will be determined by agreement between the student and the faculty member with expertise in the area.
HHNS*3000 Special Topics in Lifestyle Medicine Winter Only (LEC: 3) [0.50]	Restriction(s): This is a Priority Access Course. Enrolment may be restricted to particular programs, specializations or semester levels during certain periods. Please see the departmental website for more information.	Prerequisite(s): 9.00 credits including (1 of BIOL*1080, CREA*1000, FRHD*1100, ONEH*1000)	This course will explore the design and use of Lifestyle Medicine to protect and promote human health and well-being. Special topics, selected case-studies and a research project will help students understand Lifestyle Medicine as both a certified medical practice specialty for physicians and the foundation for a global self-healthcare policy from the World Health Organization.
HHNS*4230 Advanced Study in Human Health and  Nutritional Sciences Summer, Fall, and Winter (LEC: 3) [0.50]	Restriction(s): Course coordinator consent required.	Prerequisite(s): 12.00 credits	The student will conduct independent literature research of an approved topic to be decided by the student in consultation with a faculty advisor. Students must make arrangements with both a faculty advisor and the course coordinator at least one semester in advance and the signature of the course coordinator will be required to select the course. A departmental registration form must be obtained from the course coordinator and submitted no later than the second class day of the semester in which the student is registered for the course.
HHNS*4360 Research in Human Health and Nutritional  Sciences Summer, Fall, and Winter (LAB: 12) [1.00]	Restriction(s): Course coordinator consent required.	Prerequisite(s): 12.00 credits	The student will select a research topic and design and complete a project in an area of interest, in consultation with a faculty advisor. Students must make arrangements with both a faculty advisor and the course coordinator at least one semester in advance and the signature of the course coordinator will be required to select the course. A departmental registration form must be obtained from the course coordinator and submitted no later than the second class day of the semester in which the student is registered for the course.
HHNS*4371 Research in Human Health and Nutritional  Sciences I Summer, Fall, and Winter (LAB: 6) [0.50]	Restriction(s): Course coordinator consent required.	Prerequisite(s): 12.00 credits	First part of the two-semester course HHNS*4371/2. The student will select a research topic and design and complete a project in an area of interest, in consultation with a faculty advisor. This is a two-semester course offered over consecutive semesters. When you select it you must select HHNS*4371 in the first semester and HHNS*4372 in the second semester. A grade will not be assigned to HHNS*4371 until HHNS*4372 has been completed. Students must make arrangements with both a faculty advisor and the course coordinator at least one semester in advance and the signature of the course coordinator will be required to select the course. A departmental registration form must be obtained from the course coordinator and submitted no later than the second class day of the semester in which the student is registered for the course.
